ID,Source,Translation,AI_Reference
"OP_ST_UI,Building_Demonstration_part03::2078916525",Modular Components:,,
"OP_ST_UI,common_bytes_Join::446923725",Join,,
"OP_ST_UI,ItemCrafting_JoinWishList::710075856",Add to wishlist,,
"OP_ST_UI,SelectCharacterRoom_EnterRoom::985626229",Join Lobby,,
"OP_ST_UI,LoadSaveData::400318071",Load Save,,
"OP_ST_UI,Building_LoadSlot::2386573728",Load Layout,,
"OP_ST_UI,QuickAction_Action::1390256425",EMOTES,,
"OP_ST_UI,ExpAddition_Assist::224177467",Assist,,
"OP_ST_UI,DangerLevel_BioThreat::1838316655",DANGER LEVEL,,
"OP_ST_UI,Play_HealthBlast01::295123916",Healing Barrage,,
"OP_ST_UI,OutpostHangarDemostration_Name::1081438943",11th Mobile Combat Outpost,,
"OP_ST_UI,Building_FoundationExtensio::2817802776",Upgrade A.T.C.,,
"OP_ST_UI,Play_Core_Levelup::3985346012",Upgrade Core,,
"OP_ST_UI,Play_LiftUp::1262679873",Lift,,
"OP_ST_UI,Door_OneWayClose::3718044626",Better not to close a one-way door.,,
"OP_ST_UI,DispatchMissionTips_Danger::2824192390",Dangerous,,
"OP_ST_UI,OutpostMode_OutpostComfirm_Hint01::3153078845",Heading for the target area,,
"OP_ST_UI,Play_Tips_Leaving::2942441396",Leaving this area,,
"OP_ST_UI,ShowHistoryRecover_Title::3840560056",Historical Loot Record,,
"OP_ST_UI,TipsCommon_EquipLock_Des01::3022076955",Historical Count: {num} time(s),,
"OP_ST_UI,Play_RTS_Hold::1046831904",Standby,,
"OP_ST_UI,Wearhouse_Control2::1712302874",Double-click,,
"OP_ST_UI,DoubleClickToLinke::695060923",Double-click to redirect,,
"OP_ST_UI,Play_Tips_Skill_Activated::4181021125",Use skill: {SkillName},,
"OP_ST_UI,Common_Cancel_WithSpace::3097250231",Cancel,,
"OP_ST_UI,Building_Editor_Putdow::443053075",Redeploy,,
"OP_ST_UI,Play_TurretOff::883547621",Detach,,
"OP_ST_UI,Play_AutoLoader_1::2817920662",Take Ammo Crates,,
"OP_ST_UI,Play_AmmoLoader_TakeOut_Ammo::3429028964",Take Ammo Crates {CurNum}/{MaxNum},,
"OP_ST_UI,Play_AutoLoader_2::445413064",Take Shells,,
"OP_ST_UI,Play_AmmoLoader_TakeOut_Shell::1764610424",Take Shells {CurNum}/{MaxNum},,
"OP_ST_UI,CommonTipsBtn_Cancel::3750729087",Cancel,,
"OP_ST_UI,Common_bytes_cancel::3750729087",Cancel,,
"OP_ST_UI,Request_Cancel::3750729087",Cancel,,
"OP_ST_UI,Weather_StandStorm_RTS::2705772093",Signal interrupted by sandstorm.,,
"OP_ST_UI,Battle_Zoom::1921889135",Zoom in/out,,
"OP_ST_UI,Setting_Game_OnlyCount::1760251611",Numbers Only,,
"OP_ST_UI,Play_RTS_TooFar::811221533",Must be deployed within the range of X-Boost Field.,,
"OP_ST_UI,SelectCharacter_BaseCharacterhint04::1691576080",Can carry gear and resources from the start.,,
"OP_ST_UI,ClearItem_Purple::2109799049",Epic and below,,
"OP_ST_UI,Building_Camera_RightUp::1322713695",Upper Right,,
"OP_ST_UI,Building_Camera_RightDown::2189230785",Lower Right,,
"OP_ST_UI,CarryingHint_RightMouse::2214398174",[RMB]: Throw,,
"OP_ST_UI,OutpostModeRoundSelect_Craft::2048344489",Manufacture,,
"OP_ST_UI,CraftingMenu_SuccessTitle::1969549445",Complete,,
"OP_ST_UI,CommonTipBtn_Agree::4100044483",Agree,,
"OP_ST_UI,ClearItem_ClearAmmoOption::4009127333",Clear ammo crates together,,
"OP_ST_UI,ClearItem_ClearCannonAmmoOption::532074682",Clear rounds together,,
"OP_ST_UI,ServerRoom_Name::4110107236",Name,,
"OP_ST_UI,Play_ActivateTurret::1523364392",Activate Turret,,
"OP_ST_UI,Play_CannonAuto::1778277130",Enable Auto-Fire,,
"OP_ST_UI,Play_RecoveryDrone::3437071631",Enable recovery drones,,
"OP_ST_UI,Play_AutoConvert::1635424600",Enable Auto-Conversion,,
"OP_ST_UI,Play_RecoverWild::842376292",Enable aircraft recovery,,
"OP_ST_UI,MissionType_06_Desc::1875309991",Call for the recovery fleet to recover items,,
"OP_ST_UI,Play_CallElevator::1760593736",Call Lift,,
"OP_ST_UI,RecoverDay_CallFleet::601988411",CALL FLEET,,
"OP_ST_UI,CatalysRangeScorer_HitRate::658148619",Acc. Rate:,,
"OP_ST_UI,ItemStore_NormalShop::3179808948",SHOP,,
"OP_ST_UI,Start_Menu_Shop::3179808948",Shop,,
"OP_ST_UI,Play_DirtyWater_1::1882972049",You feel disgusted.,,
"OP_ST_UI,play_CleanWater::3126167673",Drink Water (Clean),,
"OP_ST_UI,play_DirtyWater::1484235787",Drink Water (Dirty),,
"OP_ST_UI,Play_RecyclingProcedure::3786688858",Recovery,,
"OP_ST_UI,RecoverItemSelectPanel_Recover::2917976444",RECOVERY,,
"OP_ST_UI,RecoverFail::2157081446",Recovery failed. You will lose all the items you've obtained from the exploration.,,
"OP_ST_UI,Play_Retreat_Condition::3516954373",Recovery Complete,,
"OP_ST_UI,RecoveryDay_Operationon::475726810",Recovery is complete. Neutralize the enemies around the Outpost.,,
"OP_ST_UI,CustomInfinity_RecoveryDayNotification::1807922819",Recovery Day,,
"OP_ST_UI,SandBoxPanel_RecoveryDay::1807922819",Recovery Day,,
"OP_ST_UI,BattlePreview_RecoverDayPreview::3232401990",Recovery Day Attack,,
"OP_ST_UI,Sandbox_SectionEventHint02::143323263",These enemies will also appear on Recovery Day,,
"OP_ST_UI,ConvertResource_SubmitItems::1264264219",Recover item:,,
"OP_ST_UI,Shop_Refresh_Time::3018588788",Merchandise changing in {m}:{s},,
"OP_ST_UI,RecoverDay00::349061233",An intense battle awaits you on Recovery Day.,,
"OP_ST_UI,SelectCharacter_BaseCharacterhint03::1201535339",Operatives lost during explorations have a chance to be lost permanently!,,
"OP_ST_UI,Infinity07::2203661306",Evacuate after the next round of attack,,
"OP_ST_UI,ServerRoom_Area::4159820545",Area,,
"OP_ST_UI,SortTypeTips_Area::4159820545",Area,,
"OP_ST_UI,RTSManager_CannotBuild::4096281016",Can't construct on rough terrain.,,
"OP_ST_UI,Store_Title::2731360350",Base Warehouse,,
"OP_ST_UI,StorageName_Center::2664859700",Base Warehouse,,
"OP_ST_UI,Enemy_Anticipate_Bottom::725358310","Reminder from Intelligence Center:
Be mindful of the danger level while playing with fire!",,
"OP_ST_UI,RoleMessage_BaseAgent::2267577279",Base Operative,,
"OP_ST_UI,SelectCharacter_YourMembers::2267577279",Base Operatives,,
"OP_ST_UI,SelectRoundCharacter_BaseCharacter::2267577279",Operatives,,
"OP_ST_UI,LevelEventType_Building::1048447851",Fortress,,
"OP_ST_UI,Building_ResourceConvert_AddSuplies::639609847",Increase Resources,,
"OP_ST_UI,Building_ResourceConvert_AddElectricity::3461683422",Increase Power,,
"OP_ST_UI,RoundDetail_PositiveEvent::1486590201",Buffs,,
"OP_ST_UI,BattleBuffCatalyst_Machine::3762956467",Booster XEN Dispenser,,
"OP_ST_UI,SO_Option_OpenBuffCatalyst::4186525715",Booster XEN Reforge,,
"OP_ST_UI,LevelEventType_Player::2587710887",Soldier,,
"OP_ST_UI,Building_Copy_Title::2533817804",COPY,,
"OP_ST_UI,PlayerIndicator_Revive::677400844",Revive {name},,
"OP_ST_UI,weather_Cloudy::1106016485",Cloudy,,
"OP_ST_UI,OutpostNetModeSelect_Team::3959514889",Begin (Multiplayer),,
"OP_ST_UI,Weather_DenseFog::3220946324",Overcast,,
"OP_ST_UI,OutpostMode_ATOS_Mine_SelfDestructHint::2856990342",AETOS Wreck about to self-destruct,,
"OP_ST_UI,TeamInfo_MemberTalent::2427346335",Trait,,
"OP_ST_UI,Turret_CannotPickUp::2865162368",Can't pick up as it's too heavy.,,
"OP_ST_UI,Hint_Failed::3825858353",FAIL,,
"OP_ST_UI,SettlementPlayer_Missing::3190577470",Missing,,
"OP_ST_UI,BackpackWindow_Helmet::2870769589",Helmet,,
"OP_ST_UI,Infinity09::2754179847",Reward,,
"OP_ST_UI,ServerPanel_Des::763081224",Bonus: {score},,
"OP_ST_UI,SandBoxPanel_QuickFinishContinue::1559335808",You will not be able to complete the Main Mission if you use Instant Loot. Are you sure?,,
"OP_ST_UI,TeamOutpost_ExitMessage::3205098251",You'll lose the progress in this game and your operative if you quit now.,,
"OP_ST_UI,CatalysRangeScorer_BulletCount::4227927709",Bullet:,,
"OP_ST_UI,Building_Save_ArchiveCorruption::3363839202",{File} corrupted.,,
"OP_ST_UI,Building_Save_IllegalCharacter::4097688714",The name {Slot} contains invalid symbols.,,
"OP_ST_UI,SettlementPlayer_Alive::2769726852",Survived,,
"OP_ST_UI,SettlementTeamNameItem_Title::3051935271",Operative survived,,
"OP_ST_UI,DispatchMissionTips_Safe::2607310782",Safe,,
"OP_ST_UI,Play_DangerLevel_1::2607310782",Safe,,
"OP_ST_UI,play_TurretOn::1293570817",Install,,
"OP_ST_UI,Unlocdbox_QuickFinish_Unlock::1597735204",Unlock after completing the current difficulty,,
"OP_ST_UI,Quest_OffDuty::3012242815",End Exploration,,
"OP_ST_UI,ResearchHint_QueueInfo::810490865",Current research projects finishing in:,,
"OP_ST_UI,DunSmall01Hint04::3759993175",Altered specimen transported. Abandon the laboratory and eliminate all rejects and WIPs.,,
"OP_ST_UI,RecoverDay_RiskEventHint::617261701",Events will bring extra rewards/risks.,,
"OP_ST_UI,Play_MissileMotor::2283203897",Homing Missile,,
"OP_ST_UI,DunSmall01Hint03::1193466854","The specimen is mighty yet chaotic, shows no signs of self-consciousness... Almost like a demon of Satan's. Not a pioneer, even when night falls.",,
"OP_ST_UI,ServerRoom_Key::442987033",Password,,
"OP_ST_UI,SortTypeTips_Password::442987033",Password,,
"OP_ST_UI,Building_Import_Fail::1902410374",Failed to import. Please check if the layout code is valid.,,
"OP_ST_UI,Building_Import_TItle::3228855772",IMPORT,,
"OP_ST_UI,Building_Import_Descript::899204810","IMPORT
Copy the layout code to the clipboard and click IMPORT",,
"OP_ST_UI,Building_Export_Title::3728699569",EXPORT,,
"OP_ST_UI,PauseMenu_MouseLeft::956598129",Shoot,,
"OP_ST_UI,Building_TurretSetting_PanelDes4::1175884974",Firing Interval:,,
"OP_ST_UI,TeamInfo_TeamMember::3817727461",Operatives,,
"OP_ST_UI,CharacterSystem_RetireHint05::3937572100",Squad captain can't retire.,,
"OP_ST_UI,Weather_LightRain::2988630931",Drizzle,,
"OP_ST_UI,Weather_LightSnow::405482264",Sleet,,
"OP_ST_UI,BattlePreview_Expand::2302975354",Anticipate,,
"OP_ST_UI,Wearhouse_Control4::83150422",Toggle Menu,,
"OP_ST_UI,ShowItem_Exhibit::1479010834",Show-off,,
"OP_ST_UI,Building_Demonstration::2416599547",Showoff,,
"OP_ST_UI,Building_Camera_LeftUp::2283451317",Upper Left,,
"OP_ST_UI,Building_Camera_LeftDown::1152430891",Lower Left,,
"OP_ST_UI,CarryingHint_LeftMouse::1084818613",[LMB]: Use,,
"OP_ST_UI,Button_AllInsuranced::910578872",Fully insured,,
"OP_ST_UI,MiniPuzzle_Disable::2413797465",DEACTIVATED,,
"OP_ST_UI,Building_Copy_Descript::920479614",Outpost Layout copied to {0},,
"OP_ST_UI,Building_Export_Descript::2047110623",The code of your outpost layout has been copied to the clipboard. Share your design with other players!,,
"OP_ST_UI,Building_Import_Success::123536076",Outpost Layout imported to {0},,
"OP_ST_UI,Recruit_Has_Count::2465929138",Owned:,,
"OP_ST_UI,CraftItem_OwnCount::1938284137",Owned: {Num},,
"OP_ST_UI,Building_PutInContainer::3667844424", Stored in container,,
"OP_ST_UI,CraftBench_PowerOff::490739184",Disconnected,,
"OP_ST_UI,BlueprintIntelligence_Des2::2015427090",Obtained!!,,
"OP_ST_UI,RecoverDay_RiskEvent::2330402304",Activated Events,,
"OP_ST_UI,DunSmall01Hint05::3331136224",I hope all this will end someday.,,
"OP_ST_UI,PauseMenu_Overall::4166352638",Common Actions,,
"OP_ST_UI,CatalysRangeScorer_AverageHit::3677147150",Average DMG:,,
"OP_ST_UI,MainMenu_CharacterRecover::927880441",Rehab Center,,
"OP_ST_UI,Interaction_CostType_Resouce::4277573382",Material,,
"OP_ST_UI,UI_Tab_Material::4277573382",Materials,,
"OP_ST_UI,Hint_Resource::4071468773","Resources: Used for crafting items, deploying facilities and units.",,
"OP_ST_UI,Common_Building::1400285815",Building,,
"OP_ST_UI,ExpAddition_BuildingKill::1938554752",Facility Kill,,
"OP_ST_UI,Building_Save_RepeatSave::1379771379",The file {Slot} already exists.,,
"OP_ST_UI,Building_ProductionParts::3830460766",Outpost Components,,
"OP_ST_UI,Building_Error_MissingParts::874624416",Insufficient {Name},,
"OP_ST_UI,Building_Error_NotUnlocked::1910788666",{Name} locked,,
"OP_ST_UI,BuildCore_Hint::742444599",You've built the Core. The enemies now must attack from further away.,,
"OP_ST_UI,RecovingCondition2::784821866",START,,
"OP_ST_UI,MatchRoom_StartGame::4064982918",START,,
"OP_ST_UI,ConvertResource_Start::2195889000",Start Conversion,,
"OP_ST_UI,Flashlight::559881285",Flashlight,,
"OP_ST_UI,PauseMenu_T::2291355330",Flashlight [T],,
"OP_ST_UI,Main_menu_button_Developer::2262570408",DEVELOPERS,,
"OP_ST_UI,Building_DeveloperMode::2113120796",Developer Mode,,
"OP_ST_UI,Play_NormalRecover::1981394101",Regular Recovery,,
"OP_ST_UI,Play_FastRecover::3026490888",Quick Recovery,,
"OP_ST_UI,Setting_Game_OnType::687863135",On,,
"OP_ST_UI,RoundConfirm_ConfirmButton::3830262682",Start,,
"OP_ST_UI,Battle_Fire::141123173",Fire,,
"OP_ST_UI,Play_OpenWindow::3377361580",Open,,
"OP_ST_UI,Play_OpenDoor::1487689211",Open,,
"OP_ST_UI,CatalysRangeScorer_WeaknessHitTime::1623992758",Weak Num:,,
"OP_ST_UI,CatalysRangeScorer_WeaknessHitRate::198794026",Weak Rate:,,
"OP_ST_UI,GameSetting_ItemWeakEmissive::788492230",Weak Glow,,
"OP_ST_UI,Cannon_NoShell::3340236146",Insufficient ammo,,
"OP_ST_UI,Building_TurretSetting_PanelDes2::2024246074",Ammo Info,,
"OP_ST_UI,Cannon_AmmoFull::2771999414",The magazine is already full.,,
"OP_ST_UI,Building_TurretSetting_PanelDes5::1688384736",Ammo Cost:,,
"OP_ST_UI,Player_CraftAmmo_Full::2013451373",Ammo is full,,
"OP_ST_UI,Common_Strengthen::3208286504",Enhance,,
"OP_ST_UI,GameSetting_ItemStrongEmissive::1948533883",Strong Glow,,
"OP_ST_UI,Play_ForceOpen::2368937412",Force Open,,
"OP_ST_UI,SaveDataNotNow::445385201",This file might not be the latest one. Do you wish to load the latest one?,,
"OP_ST_UI,Noitce_MaxAmmoNoEnough::1804718875",Insufficient max ammo,,
"OP_ST_UI,OverCost::365668987",Ammo cost too high. Cannot fire.,,
"OP_ST_UI,Storage_Current::2147112732",Current:,,
"OP_ST_UI,TipsCommon_EquipLock_Des02::4041154335",Currently Owned: {num},,
"OP_ST_UI,Warning_ControlDisabled::327552891",No available action,,
"OP_ST_UI,PauseMenu_Tab::3075100827",Quick Slot [Tab],,
"OP_ST_UI,Store_QuickBtn_Des3::1875212858",Quick Sell,,
"OP_ST_UI,SandBoxPanel_QuickFinish::3580807852",Instant Loot,,
"OP_ST_UI,CatalystMachine_Des4::1561020795",Quick Relocate,,
"OP_ST_UI,Wearhouse_Control1::1561020795",Quick Relocate,,
"OP_ST_UI,RecoverDay_TotalValue::3253106953",Total Value: ,,
"OP_ST_UI,Common_TotalValue::3178406008",Total Value: {Current},,
"OP_ST_UI,CatalysRangeScorer_TotalHit::3187415434",DMG:,,
"OP_ST_UI,OutpostMode_ATOS_TotalDamage::1654066821",Damage dealt to AETOS Wreck: {num},,
"OP_ST_UI,AddAbilityEvent_NewTraitHint::3723657685",Operative [{name}] obtained a new trait [{ability}].,,
"OP_ST_UI,PatchNote_L2Test::3360485624","You are about to experience a <DesTipShow_Bold>level in development</>, which may have <DesTipShow_Bold>many missing resources and temporary assets</>.",,
"OP_ST_UI,GiveUp_Hint01::375822829",You are about to abort this tour and reset to the status before the tour.,,
"OP_ST_UI,PauseMeun_Des3::2467137472",This will clear all eligible items excluding those inside containers and autoloaders! Only do this when there are performance issues!,,
"OP_ST_UI,Door_LockOneWayUnlocked::2366138604",Unlocked,,
"OP_ST_UI,TeamInfo_MyTeam::4155231971",My Squad,,
"OP_ST_UI,MatchRoom_Des::3246673037",Tactical Map,,
"OP_ST_UI,MatchRoom_DisconnectHintReason::3450899910",The host has left the lobby.,,
"OP_ST_UI,Sandbox_ClientClickSection_Title::1733635001",The host is selecting events.,,
"OP_ST_UI,SortTypeTips_RoomInfo::1083251097",Lobby Info,,
"OP_ST_UI,ServerListMenu_SessionIsFull::316873876",Lobby is full.,,
"OP_ST_UI,RoomSetting_Title::1526972483",Lobby Settings,,
"OP_ST_UI,ClearItem_All::566654456",All,,
"OP_ST_UI,CharacterMain_NoItem::2092803533",Insufficient materials to manufacture.,,
"OP_ST_UI,Interaction_TakeOff_HadItem::2966115547",You already have something in your hands.,,
"OP_ST_UI,BackpackWindow_Gloves::3905135801",Gloves,,
"OP_ST_UI,Play_Open::3309444877",Open,,
"OP_ST_UI,ItemOpertion_OpenChest::1693014128",Open,,
"OP_ST_UI,Play_Collector::2806475888",Open Container,,
"OP_ST_UI,Play_RTS_Inventory::3706706814",Pack,,
"OP_ST_UI,RoundConfirm_ConfirmTitle::2624962641",Tour Preparation,,
"OP_ST_UI,SandBoxPanel_MemberInfo::3849672455",Operatives,,
"OP_ST_UI,Building_FoundationExtensio_Desc::3714105245",Extend the size of the A.T.C.,,
"OP_ST_UI,StoreHouse_SellInBulk_Des::4280595906",Batch Sell,,
"OP_ST_UI,Store_QuickBtn_Des6::1114172540",Batch Quick Sell,,
"OP_ST_UI,Building_BatchOperation::1525689314",Select,,
"OP_ST_UI,Store_QuickBuy::2755565558",Mass Buy,,
"OP_ST_UI,Hero_SkillCostInsufficient::2829647073",Insufficient resources for the skill,,
"OP_ST_UI,BattleSkillCatalyst_Machine::929553896",Morph XEN Dispenser,,
"OP_ST_UI,SO_Option_OpenSkillCatalyst::1847030803",Skill XEN Reforge,,
"OP_ST_UI,ItemOperationInsure_Title::3516913013",Insurance,,
"OP_ST_UI,PlayerState_NoShield::3915946565",ARMOR BROKEN,,
"OP_ST_UI,play_tips_shieldbroken::3854640689",Shield Damaged,,
"OP_ST_UI,BattleProgress_Des::1719709968",Defeat {count} waves.,,
"OP_ST_UI,Play_Tips_ReachTheBorder::4034763137",You've reached the border and can't move out of bounds.,,
"OP_ST_UI,Store_QuickBtn_Des4::2408671511",Split,,
"OP_ST_UI,WearHouse_Control6::2251191118",Stack Items,,
"OP_ST_UI,Play_CollectTairs::3626941928",Remove Tires,,
"OP_ST_UI,Building_BtnTips_Camera::993388156",Photo Mode,,
"OP_ST_UI,Store_QuickBtn_Des5::1587426826",Drag,,
"OP_ST_UI,CharacterSystem_Recuite::942955445",Recruit,,
"OP_ST_UI,Recruit_Word::863222782",Recruit,,
"OP_ST_UI,Recruit_SucessName::2177620949",Recruited: {Name},,
"OP_ST_UI,Recruit_FailReason_NotEnoughItem::3031086515",Insufficient Recruit Cards,,
"OP_ST_UI,Recruit_Fail::1202542378",Failed to recruit,,
"OP_ST_UI,SelectCharacter_SectorCharacterHint01::1607130807",Local Operatives,,
"OP_ST_UI,Normal_Has::1933145912",Own: ,,
"OP_ST_UI,Play_Pickup::4264555121",Pick Up,,
"OP_ST_UI,MainMenu_EquipRecover::3943486123",BLACK MARKET,,
"OP_ST_UI,Play_HoldIt::967647368",Hold It,,
"OP_ST_UI,Play_Hold::1078301877",Hold,,
"OP_ST_UI,PauseMenu_M::2541186091",Command Mode [M],,
"OP_ST_UI,BaseMap_Tip::421015086",Press M to open Menu,,
"OP_ST_UI,IndicatorPanel_ToggleSpeak::4259654648","Press <img id=""{Keyboard}""></> to talk",,
"OP_ST_UI,ServerRoom_Des::574690455",Search by Lobby Name,,
"OP_ST_UI,EventIllustrated_Risk::2979256474",Challenges ,,
"OP_ST_UI,PauseMeun_Des1::4224764414",Challenge Mode [{name}],,
"OP_ST_UI,Play_VSA_Dig::3775726585",Excavate,,
"OP_ST_UI,Sector_World01_NearBase::3826262837",Near Base,,
"OP_ST_UI,EventIllustrated_Drop::2004190400",Drop,,
"OP_ST_UI,PauseMenu_FallingSaver::2419692914",Teleport when falling off the map,,
"OP_ST_UI,BuildingPartBrowse_Sort::1640079178",Order,,
"OP_ST_UI,Core_Detect::990834351",Area Scan,,
"OP_ST_UI,Core_DetectTips::3795145887",Scan nearby area for quest items and valuable items. Scanning range can be boosted by Core Output.,,
"OP_ST_UI,ExpAddition_Open::1627845974",Exploration,,
"OP_ST_UI,LevelEventType_Explore::3516569125",Exploration Buff,,
"OP_ST_UI,InviteResult_Title::1030113788",Receiving invitation...,,
"OP_ST_UI,building_ControlPanel::341868329",Config,,
"OP_ST_UI,CommonTip_Title_1::500675607",Tip,,
"OP_ST_UI,RecoverItemSelectPanel_NoMissionItem::2688435008",Notice: Can't put in Mission Item,,
"OP_ST_UI,BattleProgress_Des2::2262155744",Scavenge <ProgressBlue>[{name}]</>,,
"OP_ST_UI,Play_BuildCarryer::676049433",Pack Mule,,
"OP_ST_UI,CarryerTips1::3684227979",Container full; Pack Mule failed to deliver.,,
"OP_ST_UI,CarryerTips2::3434141429",Container already recovered; Pack Mule failed to deliver.,,
"OP_ST_UI,CarryerTips3::2913425731",Pack Mule delivery completed.,,
"OP_ST_UI,EventIllustrated_Des1::648171437",Destroy Remodeler,,
"OP_ST_UI,Building_Editor_Cancel::3473155314",Undo,,
"OP_ST_UI,Play_Pry_lock::2757580834",Pick Lock,,
"OP_ST_UI,Play_WildDoor01_Open::2757580834",Pick Lock,,
"OP_ST_UI,Play_Pry_Lock_TIPS_2::1867390642",Insufficient lockpicks,,
"OP_ST_UI,Common_Action::23437214",Operation,,
"OP_ST_UI,Player_Mark_TooOften::655446592",Too many actions,,
"OP_ST_UI,Play_CannonControl::1633006012",Controls,,
"OP_ST_UI,Play_Control::1633006012",Controls,,
"OP_ST_UI,Main_menu_button_Multi_person_cooperation::1458042531",CO-OP,,
